model_name	task_type	dataset	setting	n_success	AUROC_mean	AUROC_sd	AUPR_mean	AUPR_sd	F1_mean	F1_sd	ECE_mean	ECE_sd	Brier_mean	Brier_sd	NLL_mean	NLL_sd	schema_note	source_root	source_file	upstream_source
MPHGNN	MDA	native	scaffold_cold	25	0.7622186666666666	0.01173760223571947	0.7343870676914864	0.01516829886849236	0.11042152202385262	0.023787245596098912	0.42444232397436343	0.015983248128023864	0.4103267706361564	0.01721438577955274	1.5126127111647323	0.13130977588338263	loss unavailable; not imputed; AUC column mapped to AUROC	formal_runs/native_mda_audit_20260601/MPHGNN_STRICT_FORMAL_GUARD_20260614	formal_runs/native_mda_audit_20260601/MPHGNN_STRICT_FORMAL_GUARD_20260614/table_exports/MPHGNN_ADAPTED_FIXEDTEST_E10_FULL25_summary_mean_sd.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
MGCNA	MDA	native	random	25	0.8658246557002778	0.02217341721698533	0.8788928806627975	0.01521802832164387	0.7718456504607244	0.016877801488796338	0.1533378371053572	0.013775262764658484	0.17480457512434358	0.012812668992232485	0.9659950783011843	0.12548089967592274		formal_runs/mgcna_corrected_fast_full125_fixedfinal_20260629	formal_runs/mgcna_corrected_fast_full125_fixedfinal_20260629/audit/MGCNA_CORRECTED_FAST_FINAL125_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
MGCNA	MDA	native	mirna_cold	25	0.7888703348483044	0.041237547708876755	0.7718111524290251	0.040425032820259874	0.22589775429074016	0.14803438796121404	0.38864925534909417	0.044299716873910856	0.3701079969848454	0.046582393501306	1.6774700653596077	0.34210868709713227		formal_runs/mgcna_corrected_fast_full125_fixedfinal_20260629	formal_runs/mgcna_corrected_fast_full125_fixedfinal_20260629/audit/MGCNA_CORRECTED_FAST_FINAL125_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
MGCNA	MDA	native	drug_cold	25	0.5641530369768538	0.0656433218225346	0.5638771258063552	0.051323848695322874	0.1405259917207747	0.07064516288724945	0.41862616398858615	0.024279525613602283	0.4303515970186097	0.022005715835608442	2.7802536139963734	0.45153757365944724		formal_runs/mgcna_corrected_fast_full125_fixedfinal_20260629	formal_runs/mgcna_corrected_fast_full125_fixedfinal_20260629/audit/MGCNA_CORRECTED_FAST_FINAL125_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
MGCNA	MDA	native	strict_cold	25	0.5005164229677725	0.13989231124398066	0.5331662269634232	0.11912275778385228	0.0	0.0	0.49635194707669106	0.00548981247498846	0.4960989731292492	0.006463352104219293	3.5723631546740906	0.642027632181952		formal_runs/mgcna_corrected_fast_full125_fixedfinal_20260629	formal_runs/mgcna_corrected_fast_full125_fixedfinal_20260629/audit/MGCNA_CORRECTED_FAST_FINAL125_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
MGCNA	MDA	native	scaffold_cold	25	0.5541363910931572	0.05234342598879932	0.5582117629308067	0.043722086315727084	0.15277055071226672	0.06549326995873532	0.41544817626408365	0.023848572701339887	0.42977438628673076	0.02004312512339903	2.8626000529811444	0.47933213421977827		formal_runs/mgcna_corrected_fast_full125_fixedfinal_20260629	formal_runs/mgcna_corrected_fast_full125_fixedfinal_20260629/audit/MGCNA_CORRECTED_FAST_FINAL125_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
PLMF-MDA	MDA	MDR	drug_cold	25	0.561528741739869	0.07361279211195759	0.5739237968776111	0.06344378406286386	0.3489152895557421	0.11220789394201272	0.3270591341203291	0.0638828083191075	0.3701566184086068	0.04586879689404616	1.484153745637594	0.295906413784345		formal_runs/full_metric_rerun_20260615/plmf_standardized_repair_20260619	outputs/paper1_data_refresh_20260710/PLMF_MDA_REBUILT_FROM_FROZEN_ROOT_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
PLMF-MDA	MDA	MDR	mirna_cold	25	0.9080692021656498	0.006273629816216103	0.8904983504867653	0.009265146837490197	0.8378412528172892	0.009158895768043377	0.048015743597035504	0.011632185906761267	0.12150184900941835	0.005545956765619507	0.4047632798018532	0.02203065251071331		formal_runs/full_metric_rerun_20260615/plmf_standardized_repair_20260619	outputs/paper1_data_refresh_20260710/PLMF_MDA_REBUILT_FROM_FROZEN_ROOT_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
PLMF-MDA	MDA	MDR	random	25	0.9225124794571563	0.005814356168407354	0.9073415500117961	0.007245569518222453	0.8545268295778208	0.008858979390703386	0.03952605100177935	0.012502482271822638	0.11013819657919029	0.005746386680312268	0.36048906429087657	0.017238180797386177		formal_runs/full_metric_rerun_20260615/plmf_standardized_repair_20260619	outputs/paper1_data_refresh_20260710/PLMF_MDA_REBUILT_FROM_FROZEN_ROOT_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
PLMF-MDA	MDA	MDR	scaffold_cold	25	0.5628520228262202	0.09339702182365221	0.5745625121553749	0.08647751627321884	0.3752375114641776	0.13075160923467904	0.31065138911272944	0.08172491300557103	0.3599588737348107	0.06061579435145891	1.4168670038925466	0.4081028316753855		formal_runs/full_metric_rerun_20260615/plmf_standardized_repair_20260619	outputs/paper1_data_refresh_20260710/PLMF_MDA_REBUILT_FROM_FROZEN_ROOT_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
PLMF-MDA	MDA	MDR	strict_cold	25	0.5513538906746825	0.03463952645434107	0.5511139422114514	0.031117026423624017	0.4684106045858203	0.0793793392449338	0.37548068149310493	0.029805703433202876	0.4022642725349905	0.025378907114357974	2.25057084632837	0.3841559767280333		formal_runs/full_metric_rerun_20260615/plmf_standardized_repair_20260619	outputs/paper1_data_refresh_20260710/PLMF_MDA_REBUILT_FROM_FROZEN_ROOT_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
PLMF-MDA	MDA	MDS	drug_cold	25	0.6586577582112598	0.09860626862621276	0.6233015191446912	0.09944496100153633	0.35590225199188924	0.16056908286591495	0.29301039660073014	0.07850189007250855	0.322742424551654	0.0650393829209091	1.0696759209294933	0.28521436863926825		formal_runs/full_metric_rerun_20260615/plmf_standardized_repair_20260619	outputs/paper1_data_refresh_20260710/PLMF_MDA_REBUILT_FROM_FROZEN_ROOT_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
PLMF-MDA	MDA	MDS	mirna_cold	25	0.9084243781237089	0.0071795785243298944	0.8908970146580221	0.009607242374988067	0.8476207863476678	0.009384359654000776	0.04784327157245192	0.01308196998685459	0.1181017453632867	0.005430999393109854	0.398811691137633	0.02055668700776589		formal_runs/full_metric_rerun_20260615/plmf_standardized_repair_20260619	outputs/paper1_data_refresh_20260710/PLMF_MDA_REBUILT_FROM_FROZEN_ROOT_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
PLMF-MDA	MDA	MDS	random	25	0.9216347379615525	0.005760859916018221	0.9095508504558423	0.008765048699033643	0.8597682957732463	0.007154992018560196	0.04010689404581731	0.012585750069431306	0.1090645645289524	0.00543384144477589	0.36422480964434106	0.017722084063434333		formal_runs/full_metric_rerun_20260615/plmf_standardized_repair_20260619	outputs/paper1_data_refresh_20260710/PLMF_MDA_REBUILT_FROM_FROZEN_ROOT_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
PLMF-MDA	MDA	MDS	scaffold_cold	25	0.6044852559235793	0.08799222780276157	0.5734199697806556	0.07459868357601476	0.3181273863070631	0.1368653006938543	0.30902334157263955	0.08060266293355936	0.34453795278548843	0.06387061457502945	1.1640313356052712	0.31737215540093244		formal_runs/full_metric_rerun_20260615/plmf_standardized_repair_20260619	outputs/paper1_data_refresh_20260710/PLMF_MDA_REBUILT_FROM_FROZEN_ROOT_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
PLMF-MDA	MDA	MDS	strict_cold	25	0.577709322459263	0.03747395004749999	0.572266725051166	0.03625617712420526	0.5257583920136302	0.06256015976208458	0.3295811669606374	0.03159294961862151	0.3664937304851233	0.026015837105241572	1.5715591159292177	0.17205317793019043		formal_runs/full_metric_rerun_20260615/plmf_standardized_repair_20260619	outputs/paper1_data_refresh_20260710/PLMF_MDA_REBUILT_FROM_FROZEN_ROOT_SUMMARY_MEAN_SD.tsv	outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_SUMMARY_MEAN_SD.tsv
