model_name	task_type	dataset	setting	seed	AUROC	AUPR	ACC	F1	MCC	Brier	ECE	NLL	loss	train_loss_final	test_loss	run_status	run_dir	source_file	schema_note	upstream_source
ISG-MDA	MDA	MDR	mirna_cold	5	0.919310187542068	0.9035176302943951	0.844731977818854	0.8491921005385996	0.690673239967421	0.11408147035568078	0.0530446562308889	0.3903379145053346		0.2597292740767975	0.3903379141182644	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_5	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	6	0.9019873150826718	0.874955487960585	0.8333333333333334	0.8324825986078886	0.6667010573501113	0.12680812823279164	0.06522352849102735	0.45936518845226487		0.2497743555721646	0.4593651876169999	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_6	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	7	0.9007606746149195	0.8854163815402604	0.8356290174471993	0.8354779411764706	0.671259166942373	0.12937973974627476	0.07817964463158071	0.4758901488533667		0.26376777532916	0.4758901590048665	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_7	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	8	0.9062248812103822	0.8873357360194261	0.8305709023941068	0.8374558303886925	0.6635270108545408	0.12320044132966136	0.05762221176910899	0.4401062775700239		0.259052093153055	0.44010627936592417	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_8	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	9	0.882762426839562	0.8484737660720247	0.8140495867768595	0.8122392211404729	0.6282159895185653	0.1431699716133786	0.0767802663359616	0.5199247088991124		0.2497794162007958	0.5199247061542626	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_9	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	10	0.8965899721561419	0.8702017347422467	0.8308823529411765	0.834681042228212	0.6624646194206236	0.1284034965677509	0.06338982123523311	0.47583349699502575		0.264214163242378	0.47583350089981274	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_10	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	11	0.9040247191488459	0.8790044258544751	0.8373271889400922	0.8401991851516524	0.6750906346432477	0.12316414021257878	0.05821356292547247	0.45459823487130346		0.25106681758642085	0.45459823256813436	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_11	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	12	0.8930825424490406	0.8671236409327189	0.8178044280442804	0.821991888237945	0.6363134898553737	0.1357753153524821	0.07487276255063362	0.4727788703401497		0.264221188141563	0.47277887325005336	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_12	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	13	0.9014732070447666	0.8837604240756362	0.8359375	0.8349514563106796	0.6719229660444053	0.12898917042623878	0.07046603164843547	0.47864181695222663		0.262881925608338	0.47864181756534996	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_13	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	14	0.9075328600079953	0.8902745414156183	0.8294824399260629	0.8423750533959846	0.6679629517351643	0.12524186054878728	0.07169768563018733	0.4357562331129072		0.2538047842586748	0.43575623515793666	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_14	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	15	0.9157370086432076	0.9012292249000693	0.8497695852534562	0.8540734109221128	0.7007593328792048	0.11538370290037948	0.052740446906219776	0.3982918318257615		0.2519686457994246	0.398291832497043	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_15	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
ISG-MDA	MDA	MDR	mirna_cold	16	0.900936581097443	0.8767936386649291	0.8365561694290976	0.8471803702109342	0.6797147928382502	0.12655846659305325	0.07097791557456501	0.4538231306905878		0.256396490362166	0.4538231372943021	PASS	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_16	formal_runs/isg_clean_fixedfinal_20260706/08_final_audit_20260710_after_4seed_rerun/ISG_FORMAL_250_RAW_METRICS.tsv		outputs/paper1_data_refresh_20260710/PAPER1_7MODEL_RAW_SEED_METRICS.tsv
