dataset	model_seed	candidate_pair_index	controlled_rank	global_rank	miRNA_id	drug_id	strategy	selected_atom_index	selected_atom_element	attention_score	baseline_probability	masked_probability	signed_delta	absolute_delta	contains_metal	analysis_subgroup	analysis_role	original_smiles	upstream_source
MDR	21	42506	3	3	265	8	Low	1	Pt	0.30617755651474	0.9640927910804749	0.4062893092632293	-0.5578034818172455	0.5578034818172455	1	metal	confirmatory_seed1_24	[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
MDS	5	89169	3	3	20	7	Low	1	Pt	0.3161070942878723	0.9962922930717468	0.4396499097347259	-0.5566423833370209	0.5566423833370209	1	metal	confirmatory_seed1_24	[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
MDS	22	89169	3	3	20	7	Low	1	Pt	0.2877462208271026	0.99828040599823	0.4552798569202423	-0.5430005490779877	0.5430005490779877	1	metal	confirmatory_seed1_24	[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
MDS	20	1920	10	67	1246	6	Low	8	Pt	0.2657652199268341	0.9521604776382446	0.4164885878562927	-0.5356718897819519	0.5356718897819519	1	metal	confirmatory_seed1_24	[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
MDR	13	42884	5	5	721	8	Low	1	Pt	0.3103348314762115	0.988193690776825	0.454839825630188	-0.533353865146637	0.533353865146637	1	metal	confirmatory_seed1_24	[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
MDR	14	67442	2	2	1092	8	Low	1	Pt	0.3156956136226654	0.9664058685302734	0.4347960948944092	-0.5316097736358643	0.5316097736358643	1	metal	confirmatory_seed1_24	[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
MDS	0	13823	15	119	63	6	Low	8	Pt	0.2560445368289947	0.9841039180755616	0.4652901291847229	-0.5188137888908386	0.5188137888908386	1	metal	exploratory_seed0	[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
MDS	0	1920	10	67	1246	6	Low	8	Pt	0.2560445368289947	0.984445869922638	0.4727319777011871	-0.5117138922214508	0.5117138922214508	1	metal	exploratory_seed0	[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
MDS	5	39931	1	1	395	7	Low	1	Pt	0.3161070942878723	0.9969678521156312	0.4883296191692352	-0.5086382329463959	0.5086382329463959	1	metal	confirmatory_seed1_24	[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
MDR	11	42884	5	5	721	8	Low	1	Pt	0.317778617143631	0.968132734298706	0.4667759537696838	-0.5013567805290222	0.5013567805290222	1	metal	confirmatory_seed1_24	[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
MDS	6	39931	1	1	395	7	Low	1	Pt	0.3111920952796936	0.9979548454284668	0.498748630285263	-0.4992062151432037	0.4992062151432037	1	metal	confirmatory_seed1_24	[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]	formal_runs/gat_only_masking_formal_20260625/table_exports/GAT_ONLY_MASKING_FORMAL_RAW_10000.tsv
