n_test_pairs	n_pos	n_neg	prevalence	AUROC	AUPR_raw	AUPR_normalized	dataset	setting	seed	similarity_bin	n_test_drugs	mean_max_train_drug_tanimoto	valid_metric_seed	upstream_source
1252	572	680	0.45686900958466453	0.5210792883587001	0.4620564017739497	0.009550904442625024	MDS	drug_cold	14	Low	24	0.23470424514585234	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
893	359	534	0.40201567749160133	0.7630903571093237	0.6189266914398337	0.3627369577823436	MDS	drug_cold	15	High	4	0.8442278884326491	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
576	322	254	0.5590277777777778	0.718320536019954	0.7557511252524851	0.44611278797413945	MDS	drug_cold	15	Medium	2	0.5491712415540541	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
651	379	272	0.5821812596006144	0.614562315691448	0.6961638399561881	0.27280389636572977	MDS	drug_cold	15	Low	2	0.31663445815370894	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
453	355	98	0.7836644591611479	0.44567404426559354	0.7528883128331352	-0.1422611661896915	MDS	drug_cold	16	High	2	0.7658408960837216	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
72	11	61	0.1527777777777778	0.7645305514157973	0.5867120899009597	0.512184761850313	MDS	drug_cold	16	Medium	1	0.6444444444444445	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
1563	678	885	0.43378119001919385	0.5497925103744813	0.4362740587171878	0.004402659632728249	MDS	drug_cold	16	Low	15	0.24614546678799212	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
249	150	99	0.6024096385542169	0.6745454545454544	0.7150702668087948	0.28335854985242326	MDS	drug_cold	17	High	3	0.8426338171402785	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
278	100	178	0.3597122302158273	0.5679213483146067	0.3887368042308853	0.04533051447295572	MDS	drug_cold	17	Medium	7	0.5177607493836863	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
1525	776	749	0.5088524590163934	0.6211649897457778	0.5974773356707601	0.18044450854193483	MDS	drug_cold	17	Low	26	0.22028093297940546	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
189	35	154	0.18518518518518517	0.8250463821892394	0.5453373847662383	0.4420049722131106	MDS	drug_cold	18	High	5	0.8606966534284829	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
797	539	258	0.6762860727728983	0.828946800707598	0.9001225226939613	0.6914637619654542	MDS	drug_cold	18	Medium	8	0.580844208635952	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
1092	465	627	0.4258241758241758	0.6548129855430366	0.5497356257716872	0.21580750134399118	MDS	drug_cold	18	Low	20	0.23202743882911256	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
728	548	180	0.7527472527472527	0.6766524736415247	0.8411567250053518	0.35756719891053385	MDS	drug_cold	19	High	3	0.9271318932400425	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
301	20	281	0.0664451827242525	0.7951957295373665	0.22758110084411717	0.1726046667404956	MDS	drug_cold	19	Medium	4	0.5908281313078001	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
1033	463	570	0.4482090997095837	0.46271077261187527	0.43456928123959027	-0.02471917978860218	MDS	drug_cold	19	Low	8	0.2975320165422014	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
182	13	169	0.07142857142857142	0.6408739189804279	0.12932800959463453	0.06235324110191411	MDS	drug_cold	20	High	5	0.8277535985332659	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
362	121	241	0.3342541436464088	0.4876718905387332	0.35701432314153403	0.034187489532096785	MDS	drug_cold	20	Medium	7	0.4736894190257857	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
1532	904	628	0.5900783289817232	0.6728711036581929	0.7428020549724265	0.3725680704104417	MDS	drug_cold	20	Low	17	0.1886560342434095	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
78	9	69	0.11538461538461539	0.8293075684380031	0.4092246460873913	0.3321669912292249	MDS	drug_cold	21	High	2	0.7206559378690528	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
631	378	253	0.5990491283676703	0.6950456950456951	0.7765531230139211	0.4427075913904515	MDS	drug_cold	21	Medium	7	0.5599849267173199	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
1323	629	694	0.47543461829176115	0.6652570522718005	0.6264804195037104	0.28794466138819713	MDS	drug_cold	21	Low	19	0.2074195181170279	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
186	119	67	0.6397849462365591	0.6730214473849241	0.7702723959614484	0.3622487410273044	MDS	drug_cold	22	High	1	0.8305084745762714	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
83	1	82	0.012048192771084338	0.6829268292682926	0.037037037037037035	0.025293586269196023	MDS	drug_cold	22	Medium	1	0.42857142857142855	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
1811	920	891	0.5080066261733849	0.41758466305567754	0.43539525691737435	-0.14758607151810893	MDS	drug_cold	22	Low	11	0.14841345119925997	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
148	18	130	0.12162162162162163	0.5709401709401709	0.13257014242334736	0.01246446983581083	MDS	drug_cold	23	High	4	0.7672767859101247	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
284	86	198	0.3028169014084507	0.5580808080808081	0.31992198162088137	0.024534559496617744	MDS	drug_cold	23	Medium	6	0.5075957875087572	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
2052	1138	914	0.5545808966861598	0.6656155180304039	0.6872578735838729	0.29786997439180224	MDS	drug_cold	23	Low	28	0.17002536896979645	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
531	320	211	0.6026365348399246	0.7511996445497631	0.8187395395560924	0.5438421587880808	MDS	drug_cold	24	High	6	0.8021513831176454	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
171	34	137	0.19883040935672514	0.8057106054100471	0.5814031878058101	0.47751784755323745	MDS	drug_cold	24	Medium	4	0.5172629520682489	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
1342	668	674	0.4977645305514158	0.6406274987117753	0.5828881518693569	0.16948946559150893	MDS	drug_cold	24	Low	20	0.22704612837266225	True	outputs/paper1_data_refresh_20260710/Fig4_similarity_stratified_seed_metrics.tsv
