Resource	Platform	Dataset	Metric	top_frac	top_k	n_pairs	n_drugs	n_precursors	Spearman(score, external)	P_spearman	Top_mean	Background_mean	Enrichment_ratio	Empirical_p	source	upstream_source
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.05		28246	58	487			0.0227586206896551	0.0072930680450329	3.120582524271845	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.1		28246	58	487			0.0506457754873319	0.0406502886895189	1.2458896878729973	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.1		28246	58	487			0.1692470091484869	0.0970048856475253	1.7447266497840013	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.1		28246	58	487			0.0316678395496129	0.0108687955816752	2.913647543708037	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.1		28246	58	487			0.022167487684729	0.0072930680450329	3.0395284327323164	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.01		30380	62	490			0.0378396831969188	0.0403706259660942	0.9373073191557382	0.914017196560688	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.01		30380	62	490			0.0612903225806451	0.0938446346280447	0.6531041739740442	0.9812037592481504	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.01		30380	62	490			0.0096774193548387	0.0087228439763001	1.109433962264151	0.5134973005398921	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.01		30380	62	490			0.0064516129032258	0.005892034233048	1.094972067039106	0.5490901819636073	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.05		30380	62	490			0.0390518229998344	0.0403706259660942	0.967332610414132	0.9534093181363728	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.05		30380	62	490			0.0774193548387096	0.0938446346280447	0.824973693440898	0.9908018396320736	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.05		30380	62	490			0.0103225806451612	0.0087228439763001	1.1833962264150943	0.2759448110377924	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.05		30380	62	490			0.0051612903225806	0.005892034233048	0.8759776536312849	0.7038592281543691	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.1		30380	62	490			0.0389588973634289	0.0403706259660942	0.9650307972967528	0.9938012397520496	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.1		30380	62	490			0.0780118499012508	0.0938446346280447	0.8312872676253945	0.9998000399920016	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.1		30380	62	490			0.0075707702435813	0.0087228439763001	0.8679245283018868	0.7924415116976604	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.1		30380	62	490			0.0036208031599736	0.005892034233048	0.6145251396648044	0.974005198960208	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed0_per_drug_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.01	283	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0346145150002056	0.0406502886895189	0.8515195369111984	0.9994001199760048	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.01	283	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0565371024734982	0.0970048856475253	0.5828273709731501	0.9928014397120576	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.01	283	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0	0.0108687955816752	0.0	1.0	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.01	283	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0	0.0072930680450329	0.0	1.0	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.05	1413	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0411012118163249	0.0406502886895189	1.0110927410688306	0.2969406118776245	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.05	1413	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0962491153573956	0.0970048856475253	0.9922089461259112	0.5642871425714857	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.05	1413	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0120311394196744	0.0108687955816752	1.1069432053684838	0.3623275344931014	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.05	1413	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0077848549186128	0.0072930680450329	1.067432097238541	0.4421115776844631	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.1	2825	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0416443175754689	0.0406502886895189	1.0244531814655078	0.0477904419116176	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.1	2825	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.103716814159292	0.0970048856475253	1.069191654285899	0.1131773645270945	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.1	2825	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0134513274336283	0.0108687955816752	1.2376097546914184	0.0967806438712257	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.1	2825	28246	58	487	0.0384676989990403	9.983609251066204e-11	0.0092035398230088	0.0072930680450329	1.2619572128189709	0.1345730853829234	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.01	304	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.0430759167969717	0.0403706259660942	1.0670113669565005	0.0753849230153969	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.01	304	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.1184210526315789	0.0938446346280447	1.261884103454005	0.0825834833033393	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.01	304	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.0131578947368421	0.0087228439763001	1.5084409136047665	0.270745850829834	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.01	304	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.0098684210526315	0.005892034233048	1.6748750367538958	0.2635472905418916	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.05	1519	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.0455441647588449	0.0403706259660942	1.128151066993507	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.05	1519	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.1349572086899275	0.0938446346280447	1.4380918975797965	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.05	1519	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.0223831468071099	0.0087228439763001	2.5660377358490565	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.05	1519	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.0157998683344305	0.005892034233048	2.681564245810056	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.1	3038	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.0444804777835194	0.0403706259660942	1.101803024329545	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.1	3038	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.1263989466754443	0.0938446346280447	1.3468958260259558	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.1	3038	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.0167873601053324	0.0087228439763001	1.9245283018867925	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.1	3038	30380	62	490	0.0352653223109145	7.82904133172099e-10	0.0118499012508229	0.005892034233048	2.011173184357542	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed10_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.01	283	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.0438873033566836	0.0406502886895189	1.0796307916012258	0.0521895620875824	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.01	283	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.1342756183745583	0.0970048856475253	1.3842150060612315	0.025994801039792	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.01	283	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.0141342756183745	0.0108687955816752	1.3004454368619145	0.375124975004999	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.01	283	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.0141342756183745	0.0072930680450329	1.9380424714398437	0.1501699660067986	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.05	1413	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.0448521030304383	0.0406502886895189	1.1033649323627768	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.05	1413	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.1337579617834395	0.0970048856475253	1.3788786089543912	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.05	1413	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.0176928520877565	0.0108687955816752	1.627857654953653	0.0107978404319136	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.05	1413	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.0113234253361641	0.0072930680450329	1.5526285050742412	0.0513897220555888	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.1	2825	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.0435913739558181	0.0406502886895189	1.072350907241097	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.1	2825	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.1235398230088495	0.0970048856475253	1.273542277630644	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.1	2825	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.0141592920353982	0.0108687955816752	1.3027471102014931	0.0481903619276144	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.1	2825	28246	58	487	0.0387588843098826	7.211567054069633e-11	0.0088495575221238	0.0072930680450329	1.213420396941318	0.1781643671265746	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.01	304	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.0445816999318606	0.0403706259660942	1.104310346074474	0.0135972805438912	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.01	304	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.1381578947368421	0.0938446346280447	1.4721981206963397	0.0067986402719456	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.01	304	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.0	0.0087228439763001	0.0	1.0	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.01	304	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.0	0.005892034233048	0.0	1.0	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.05	1519	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.0435773728287192	0.0403706259660942	1.0794326762562032	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.05	1519	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.130348913759052	0.0938446346280447	1.3889863205892667	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.05	1519	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.0078999341672152	0.0087228439763001	0.9056603773584906	0.6788642271545691	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.05	1519	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.0052666227781435	0.005892034233048	0.8938547486033519	0.6778644271145771	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.1	3038	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.0431611347120752	0.0403706259660942	1.069122256076105	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.1	3038	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.1201448321263989	0.0938446346280447	1.28025254296738	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.1	3038	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.010204081632653	0.0087228439763001	1.169811320754717	0.2043591281743651	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.1	3038	30380	62	490	0.0408001690976283	1.1266049900287276e-12	0.0065832784726793	0.005892034233048	1.11731843575419	0.3451309738052389	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed11_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.01	283	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.0482212098668532	0.0406502886895189	1.186245200745312	0.0003999200159968	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.01	283	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.1590106007067137	0.0970048856475253	1.6392019808619844	0.0011997600479904	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.01	283	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.0212014134275618	0.0108687955816752	1.950668155292872	0.0949810037992401	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.01	283	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.0176678445229682	0.0072930680450329	2.4225530892998046	0.0577884423115376	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.05	1413	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.0440622625907556	0.0406502886895189	1.083934801233441	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.05	1413	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.1203113941967445	0.0970048856475253	1.2402611826573888	0.001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.05	1413	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.0155697098372257	0.0108687955816752	1.4325147363592143	0.0575884823035392	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.05	1413	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.0084925690021231	0.0072930680450329	1.1644713788056809	0.3311337732453509	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.1	2825	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.0430901087702418	0.0406502886895189	1.060019747937288	0.0003999200159968	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.1	2825	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.1207079646017699	0.0970048856475253	1.2443493314385377	0.0003999200159968	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.1	2825	28246	58	487	0.039863338420382	2.0556110717777797e-11	0.0138053097345132	0.0108687955816752	1.270178432446456	0.0769846030793841	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
