Resource	Platform	Dataset	Metric	top_frac	top_k	n_pairs	n_drugs	n_precursors	Spearman(score, external)	P_spearman	Top_mean	Background_mean	Enrichment_ratio	Empirical_p	source	upstream_source
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.05	466	9307	49	190	0.0367467713712559	0.0003914454069747	0.0579399141630901	0.0234232298270119	2.473609087687522	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.05	466	9307	49	190	0.0367467713712559	0.0003914454069747	0.0214592274678111	0.007091436553132	3.026076212771492	0.0015996800639872	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.1	931	9307	49	190	0.0367467713712559	0.0003914454069747	0.1669539493977443	0.1462989120118008	1.141183807192479	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.1	931	9307	49	190	0.0367467713712559	0.0003914454069747	0.2180451127819548	0.1602019984957559	1.3610636248569108	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.1	931	9307	49	190	0.0367467713712559	0.0003914454069747	0.0461868958109559	0.0234232298270119	1.9718414647365463	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.1	931	9307	49	190	0.0367467713712559	0.0003914454069747	0.0150375939849624	0.007091436553132	2.1205285942128045	0.0075984803039392	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.01	101	10094	51	198	0.0365750241193649	0.0002374518768241	0.1862065089618521	0.1454008000944035	1.2806429458500568	0.0003999200159968	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.01	101	10094	51	198	0.0365750241193649	0.0002374518768241	0.2772277227722772	0.1601941747572815	1.7305730573057303	0.0025994801039792	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.01	101	10094	51	198	0.0365750241193649	0.0002374518768241	0.0495049504950495	0.0244699821676243	2.0230889485709707	0.0985802839432113	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.01	101	10094	51	198	0.0365750241193649	0.0002374518768241	0.0297029702970297	0.0065385377451951	4.542754275427543	0.0285942811437712	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.05	505	10094	51	198	0.0365750241193649	0.0002374518768241	0.1629159911092972	0.1454008000944035	1.1204614486544895	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.05	505	10094	51	198	0.0365750241193649	0.0002374518768241	0.2099009900990099	0.1601941747572815	1.3102910291029102	0.0017996400719856	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.05	505	10094	51	198	0.0365750241193649	0.0002374518768241	0.0277227722772277	0.0244699821676243	1.1329298111997437	0.3499300139972006	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.05	505	10094	51	198	0.0365750241193649	0.0002374518768241	0.0138613861386138	0.0065385377451951	2.11995199519952	0.0475904819036192	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.1	1010	10094	51	198	0.0365750241193649	0.0002374518768241	0.1595936381281638	0.1454008000944035	1.0976118289895616	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.1	1010	10094	51	198	0.0365750241193649	0.0002374518768241	0.2029702970297029	0.1601941747572815	1.267026702670267	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.1	1010	10094	51	198	0.0365750241193649	0.0002374518768241	0.0326732673267326	0.0244699821676243	1.3352387060568405	0.0563887222555488	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.1	1010	10094	51	198	0.0365750241193649	0.0002374518768241	0.0128712871287128	0.0065385377451951	1.9685268526852684	0.0147970405918816	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.01	94	9307	49	190	0.0349856199487642	0.0007361731338556	0.1768082348563578	0.1462989120118008	1.208541009806663	0.0025994801039792	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.01	94	9307	49	190	0.0349856199487642	0.0007361731338556	0.2553191489361702	0.1602019984957559	1.593732608416456	0.0095980803839232	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.01	94	9307	49	190	0.0349856199487642	0.0007361731338556	0.0638297872340425	0.0234232298270119	2.7250634393909814	0.0255948810237952	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.01	94	9307	49	190	0.0349856199487642	0.0007361731338556	0.0212765957446808	0.007091436553132	3.000322372662798	0.1405718856228754	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.05	466	9307	49	190	0.0349856199487642	0.0007361731338556	0.1681407700191531	0.1462989120118008	1.1492961069019467	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.05	466	9307	49	190	0.0349856199487642	0.0007361731338556	0.2274678111587982	0.1602019984957559	1.4198812330348325	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.05	466	9307	49	190	0.0349856199487642	0.0007361731338556	0.0429184549356223	0.0234232298270119	1.832303027916683	0.0067986402719456	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.05	466	9307	49	190	0.0349856199487642	0.0007361731338556	0.0171673819742489	0.007091436553132	2.420860970217193	0.0161967606478704	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.1	931	9307	49	190	0.0349856199487642	0.0007361731338556	0.1628300717749365	0.1462989120118008	1.112995780596114	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.1	931	9307	49	190	0.0349856199487642	0.0007361731338556	0.2051557465091299	0.1602019984957559	1.280606661811182	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.1	931	9307	49	190	0.0349856199487642	0.0007361731338556	0.0440386680988184	0.0234232298270119	1.880127908237172	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.1	931	9307	49	190	0.0349856199487642	0.0007361731338556	0.0118152524167561	0.007091436553132	1.6661296097386324	0.0647870425914817	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.01	101	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.1802459642024153	0.1454008000944035	1.2396490534122788	0.0015996800639872	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.01	101	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.2475247524752475	0.1601941747572815	1.545154515451545	0.0155968806238752	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.01	101	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.0495049504950495	0.0244699821676243	2.0230889485709707	0.1035792841431713	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.01	101	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.0396039603960396	0.0065385377451951	6.057005700570057	0.0051989602079584	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.05	505	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.1685301732556751	0.1454008000944035	1.1590732179345271	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.05	505	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.2297029702970297	0.1601941747572815	1.433903390339034	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.05	505	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.0415841584158415	0.0244699821676243	1.6993947167996153	0.008998200359928	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.05	505	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.0198019801980198	0.0065385377451951	3.0285028502850286	0.0015996800639872	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.1	1010	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.1675174786270912	0.1454008000944035	1.1521083688557985	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.1	1010	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.2267326732673267	0.1601941747572815	1.4153615361536154	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.1	1010	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.0475247524752475	0.0244699821676243	1.9421653906281315	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.1	1010	10094	51	198	0.0409662495253023	3.83748611644177e-05	0.0158415841584158	0.0065385377451951	2.422802280228023	0.0005998800239952	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed22_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.01	94	9307	49	190	0.0366976737879766	0.0003985466824972	0.175593945327802	0.1462989120118008	1.2002409513041232	0.0047990401919616	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.01	94	9307	49	190	0.0366976737879766	0.0003985466824972	0.2553191489361702	0.1602019984957559	1.593732608416456	0.0113977204559088	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.01	94	9307	49	190	0.0366976737879766	0.0003985466824972	0.0744680851063829	0.0234232298270119	3.1792406792894785	0.00499900019996	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.01	94	9307	49	190	0.0366976737879766	0.0003985466824972	0.0106382978723404	0.007091436553132	1.500161186331399	0.498500299940012	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.05	466	9307	49	190	0.0366976737879766	0.0003985466824972	0.1691659479433701	0.1462989120118008	1.1563035269170336	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.05	466	9307	49	190	0.0366976737879766	0.0003985466824972	0.2274678111587982	0.1602019984957559	1.4198812330348325	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.05	466	9307	49	190	0.0366976737879766	0.0003985466824972	0.0472103004291845	0.0234232298270119	2.0155333307083514	0.0011997600479904	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.05	466	9307	49	190	0.0366976737879766	0.0003985466824972	0.0214592274678111	0.007091436553132	3.026076212771492	0.0011997600479904	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.1	931	9307	49	190	0.0366976737879766	0.0003985466824972	0.1616313016527672	0.1462989120118008	1.1048018022152457	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.1	931	9307	49	190	0.0366976737879766	0.0003985466824972	0.200859291084855	0.1602019984957559	1.2537876741292726	0.0003999200159968	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.1	931	9307	49	190	0.0366976737879766	0.0003985466824972	0.0386680988184747	0.0234232298270119	1.6508440169887364	0.0023995200959808	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.1	931	9307	49	190	0.0366976737879766	0.0003985466824972	0.0139634801288936	0.007091436553132	1.9690622660547477	0.0127974405118976	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.01	101	10094	51	198	0.0266252335608721	0.0074695627080677	0.1883004145115849	0.1454008000944035	1.295043867635723	0.0003999200159968	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.01	101	10094	51	198	0.0266252335608721	0.0074695627080677	0.2475247524752475	0.1601941747572815	1.545154515451545	0.0135972805438912	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.01	101	10094	51	198	0.0266252335608721	0.0074695627080677	0.0495049504950495	0.0244699821676243	2.0230889485709707	0.1037792441511697	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.01	101	10094	51	198	0.0266252335608721	0.0074695627080677	0.0396039603960396	0.0065385377451951	6.057005700570057	0.00499900019996	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.05	505	10094	51	198	0.0266252335608721	0.0074695627080677	0.1668626675025712	0.1454008000944035	1.1476048783379005	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.05	505	10094	51	198	0.0266252335608721	0.0074695627080677	0.2217821782178217	0.1601941747572815	1.3844584458445843	0.0003999200159968	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.05	505	10094	51	198	0.0266252335608721	0.0074695627080677	0.0356435643564356	0.0244699821676243	1.4566240429710986	0.0765846830633873	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.05	505	10094	51	198	0.0266252335608721	0.0074695627080677	0.0158415841584158	0.0065385377451951	2.422802280228023	0.0165966806638672	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.1	1010	10094	51	198	0.0266252335608721	0.0074695627080677	0.1642499194012212	0.1454008000944035	1.1296355955027737	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.1	1010	10094	51	198	0.0266252335608721	0.0074695627080677	0.2089108910891089	0.1601941747572815	1.304110411041104	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.1	1010	10094	51	198	0.0266252335608721	0.0074695627080677	0.0415841584158415	0.0244699821676243	1.6993947167996153	0.0005998800239952	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.1	1010	10094	51	198	0.0266252335608721	0.0074695627080677	0.0138613861386138	0.0065385377451951	2.11995199519952	0.0051989602079584	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed23_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.01	94	9307	49	190	0.0275515380522943	0.0078577581759173	0.1691952012624636	0.1462989120118008	1.156503482738244	0.0145970805838832	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.01	94	9307	49	190	0.0275515380522943	0.0078577581759173	0.2340425531914893	0.1602019984957559	1.4609215577150847	0.0365926814637072	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.01	94	9307	49	190	0.0275515380522943	0.0078577581759173	0.0212765957446808	0.0234232298270119	0.908354479796994	0.650869826034793	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.01	94	9307	49	190	0.0275515380522943	0.0078577581759173	0.0106382978723404	0.007091436553132	1.500161186331399	0.4957008598280344	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.05	466	9307	49	190	0.0275515380522943	0.0078577581759173	0.1677776525779818	0.1462989120118008	1.1468140826942617	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.05	466	9307	49	190	0.0275515380522943	0.0078577581759173	0.2124463519313304	0.1602019984957559	1.3261154912306454	0.0015996800639872	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.05	466	9307	49	190	0.0275515380522943	0.0078577581759173	0.0472103004291845	0.0234232298270119	2.0155333307083514	0.0017996400719856	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.05	466	9307	49	190	0.0275515380522943	0.0078577581759173	0.0171673819742489	0.007091436553132	2.420860970217193	0.0183963207358528	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.1	931	9307	49	190	0.0275515380522943	0.0078577581759173	0.1624599989320835	0.1462989120118008	1.1104662139864654	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.1	931	9307	49	190	0.0275515380522943	0.0078577581759173	0.2073039742212674	0.1602019984957559	1.2940161556521368	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.1	931	9307	49	190	0.0275515380522943	0.0078577581759173	0.0429645542427497	0.0234232298270119	1.834271129987485	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.1	931	9307	49	190	0.0275515380522943	0.0078577581759173	0.0139634801288936	0.007091436553132	1.9690622660547477	0.01499700059988	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.01	101	10094	51	198	0.0358991595936295	0.0003092030469695	0.190988906777541	0.1454008000944035	1.3135340840871497	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.01	101	10094	51	198	0.0358991595936295	0.0003092030469695	0.297029702970297	0.1601941747572815	1.854185418541854	0.0005998800239952	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.01	101	10094	51	198	0.0358991595936295	0.0003092030469695	0.0891089108910891	0.0244699821676243	3.6415601074277455	0.000999800039992	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.01	101	10094	51	198	0.0358991595936295	0.0003092030469695	0.0396039603960396	0.0065385377451951	6.057005700570057	0.0045990801839632	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed24_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
